First row before header,,,,,,,,,,,
Second row before header,,,,,,,,,,,
Third row before header,,,,,,,,,,,
OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
3.89E+18,83,233,Not Delivered,8/8/2021,Entertainment,Abdul,27,10,India,ENT-203,444116
1.71E+18,33,168,Not Delivered,7/11/2021,Home,Maria,22,24,India,H-203,443888
2.52E+18,11,145,Shipped,8/5/2021,Home,Emma,22,14,Singapore,H-555,444113
1.57E+18,41,210,Shipped,7/13/2021,Office,Kristen,21,18,USA,O-203,443990
4.15E+18,71,169,Not Shipped,11/25/2021,Fashion,Anthony,25,14,China,F-630,445225
2.58E+18,31,225,Shipped,10/17/2021,Fashion,Maria,28,12,Singapore,F-901,444886
4.82E+18,82,228,Delivered,12/21/2021,Office,Sofia,24,23,India,O-203,445551
3.95E+18,22,103,Not Shipped,9/27/2021,Fashion,Anthony,32,15,India,F-630,444666
1.14E+18,20,199,Shipped,11/27/2021,Healthcare,Kristen,22,16,India,HC-555,445227
1.17E+18,18,172,Delivered,10/26/2021,Office,Pablo,23,21,India,O-630,444995
4.97E+18,16,230,Not Delivered,10/16/2021,Home,Stella,32,19,China,H-630,444885
2.96E+18,64,153,Delivered,12/30/2021,Fashion,Emma,24,10,Kenya,F-630,445660
3.49E+18,7,143,Delivered,12/6/2021,Home,Jacob,32,11,India,H-101,445336
1.82E+18,95,214,Delivered,8/25/2021,Office,Emma,30,14,Italy,O-901,444333
2.19E+18,71,235,Delivered,10/4/2021,Office,John,32,23,Germany,O-901,444773
4.98E+18,67,232,Not Delivered,11/27/2021,Fashion,Pablo,25,13,UK,F-203,445227
4.43E+18,10,215,Delivered,11/1/2021,Office,Kristen,28,18,India,O-630,445001
4.02E+18,24,165,Delivered,12/12/2021,Entertainment,Emma,30,21,Italy,ENT-555,445442
1.88E+18,71,235,Not Shipped,12/4/2021,Entertainment,Jacob,23,17,Germany,ENT-901,445334
4.97E+18,100,168,Shipped,12/29/2021,Entertainment,Sofia,30,17,USA,ENT-203,445559
1.60E+18,44,114,Delivered,7/15/2021,Healthcare,Maria,35,22,Singapore,HC-901,443992
3.25E+18,69,248,Delivered,8/20/2021,Entertainment,Sofia,24,18,China,ENT-188,444228
2.39E+18,28,228,Not Delivered,7/4/2021,Office,Jacob,20,23,China,O-203,443881
2.13E+18,97,151,Not Shipped,10/1/2021,Healthcare,Kristen,20,10,Singapore,HC-101,444770
2.01E+18,26,243,Shipped,12/12/2021,Entertainment,Kristen,31,20,UK,ENT-203,445442
4.48E+18,11,153,Delivered,12/18/2021,Office,Abdul,26,24,Kenya,O-188,445448
3.15E+18,63,189,Shipped,10/26/2021,Entertainment,John,26,23,Germany,ENT-555,444995
3.68E+18,27,198,Not Delivered,9/6/2021,Home,John,32,11,Germany,H-555,444445
2.78E+18,83,188,Delivered,7/3/2021,Fashion,Maria,31,24,China,F-203,443880
2.23E+18,87,144,Not Shipped,10/3/2021,Entertainment,Jacob,33,23,China,ENT-188,444772
2.20E+18,85,105,Not Shipped,11/25/2021,Office,Emma,30,15,Italy,O-203,445225
1.80E+18,73,113,Not Shipped,10/18/2021,Home,Pablo,31,10,India,H-188,444887
1.17E+18,91,176,Shipped,11/1/2021,Office,Jacob,20,22,Italy,O-203,445001
2.78E+18,26,163,Delivered,8/26/2021,Entertainment,Emma,30,14,China,ENT-555,444334
2.69E+18,61,241,Shipped,7/4/2021,Office,Jacob,33,17,China,O-101,443881
3.39E+18,28,200,Not Shipped,8/8/2021,Entertainment,Maria,25,13,Italy,ENT-901,444116
3.98E+18,61,234,Not Delivered,8/20/2021,Office,John,32,16,USA,O-188,444228
2.41E+18,38,247,Shipped,10/14/2021,Healthcare,John,28,14,Germany,HC-101,444883
4.73E+18,71,245,Delivered,7/4/2021,Entertainment,Abdul,33,23,Italy,ENT-188,443881
3.26E+18,96,208,Shipped,10/7/2021,Fashion,Kristen,32,19,Italy,F-203,444776
1.48E+18,79,213,Shipped,8/14/2021,Home,Stella,21,12,China,H-188,444222
3.13E+18,13,217,Not Shipped,10/10/2021,Fashion,Jacob,27,20,Germany,F-188,444779
4.20E+18,71,230,Delivered,7/29/2021,Entertainment,Kristen,24,17,USA,ENT-101,444006
1.05E+18,97,175,Shipped,10/25/2021,Office,Pablo,23,23,China,O-101,444994
1.68E+18,15,106,Not Shipped,12/18/2021,Fashion,John,30,10,Kenya,F-555,445448
1.07E+18,87,181,Not Shipped,7/3/2021,Office,Jacob,30,16,USA,O-203,443880
4.55E+18,50,158,Not Delivered,8/26/2021,Fashion,Stella,25,21,USA,F-203,444334
5.04E+18,17,191,Delivered,11/28/2021,Home,Emma,31,21,India,H-630,445228
4.35E+18,85,185,Not Delivered,7/29/2021,Fashion,Anthony,28,10,China,F-555,444006
2.42E+18,56,182,Delivered,12/24/2021,Entertainment,Jacob,22,15,Singapore,ENT-203,445554
3.14E+18,26,193,Not Shipped,10/13/2021,Office,Maria,33,12,China,O-630,444882
3.81E+18,82,239,Shipped,8/8/2021,Healthcare,Emma,28,22,Kenya,HC-555,444116
2.23E+18,9,112,Not Shipped,7/16/2021,Healthcare,Sofia,27,11,Italy,HC-101,443993
5.04E+18,78,195,Delivered,11/23/2021,Healthcare,Anthony,32,17,USA,HC-630,445223
3.12E+18,91,105,Not Shipped,7/29/2021,Fashion,Emma,34,11,Italy,F-188,444006
2.83E+18,58,102,Shipped,12/18/2021,Fashion,Anthony,22,24,USA,F-630,445448
1.10E+18,99,125,Delivered,7/4/2021,Home,Stella,27,25,Germany,H-203,443881
3.79E+18,90,242,Shipped,7/30/2021,Fashion,Maria,24,14,India,F-555,444007
1.07E+18,8,172,Not Shipped,12/23/2021,Fashion,John,30,17,Germany,F-101,445553
1.94E+18,12,126,Not Delivered,11/16/2021,Entertainment,Kristen,26,22,Germany,ENT-101,445116
3.04E+18,89,116,Not Delivered,12/4/2021,Entertainment,Emma,21,23,Singapore,ENT-203,445334
3.46E+18,33,174,Not Shipped,10/25/2021,Fashion,John,25,17,Kenya,F-188,444994
4.38E+18,87,120,Not Delivered,9/20/2021,Entertainment,John,28,18,Kenya,ENT-188,444559
3.85E+18,45,242,Shipped,12/10/2021,Office,Sofia,20,12,USA,O-901,445440
4.12E+18,76,106,Delivered,9/12/2021,Home,Stella,30,25,Germany,H-101,444551
2.18E+18,67,125,Delivered,8/27/2021,Fashion,Jacob,33,22,Singapore,F-188,444335
3.58E+18,20,175,Not Shipped,12/14/2021,Entertainment,Jacob,21,12,UK,ENT-555,445444
2.50E+18,77,112,Not Delivered,10/4/2021,Office,Sofia,35,22,China,O-203,444773
1.03E+18,39,138,Shipped,12/18/2021,Office,John,23,16,USA,O-101,445448
4.22E+18,29,222,Not Shipped,10/14/2021,Office,Maria,28,25,Kenya,O-188,444883
3.50E+18,50,103,Shipped,9/2/2021,Healthcare,Anthony,33,19,Italy,HC-203,444441
4.96E+18,75,164,Not Delivered,10/10/2021,Entertainment,John,31,20,Kenya,ENT-188,444779
4.88E+18,14,223,Not Delivered,10/11/2021,Home,Sofia,23,10,India,H-630,444880
2.26E+18,33,139,Shipped,11/27/2021,Healthcare,Pablo,29,15,USA,HC-630,445227
1.28E+18,76,185,Delivered,9/27/2021,Home,Pablo,34,24,Italy,H-188,444666
4.67E+18,7,202,Shipped,7/22/2021,Healthcare,Anthony,26,13,Singapore,HC-203,443999
1.81E+18,78,131,Not Shipped,10/4/2021,Entertainment,Jacob,34,14,USA,ENT-901,444773
3.95E+18,70,130,Shipped,11/28/2021,Fashion,Kristen,23,24,Italy,F-555,445228
3.95E+18,17,209,Shipped,12/9/2021,Entertainment,Anthony,32,20,UK,ENT-203,445339
2.54E+18,38,150,Shipped,12/9/2021,Office,Sofia,26,14,UK,O-901,445339
2.72E+18,63,108,Delivered,11/11/2021,Healthcare,Jacob,22,16,Singapore,HC-555,445111
2.95E+18,57,126,Not Shipped,10/12/2021,Entertainment,Kristen,33,10,USA,ENT-188,444881
1.32E+18,62,223,Not Delivered,10/14/2021,Healthcare,Sofia,24,,Singapore,HC-630,444883
2.90E+18,17,213,Delivered,12/12/2021,Healthcare,Sofia,23,,China,HC-630,445442
2.31E+18,71,188,Shipped,8/11/2021,Entertainment,Jacob,24,12,Kenya,ENT-555,444119
2.42E+18,1,179,Not Shipped,12/22/2021,Entertainment,Sofia,29,17,India,ENT-555,445552
4.36E+18,50,178,Not Shipped,12/8/2021,Entertainment,Kristen,34,15,UK,ENT-188,445338
4.97E+18,100,222,Not Shipped,8/3/2021,Entertainment,Stella,20,18,Singapore,ENT-203,444111
2.82E+18,65,135,Delivered,11/13/2021,Fashion,Kristen,24,12,USA,F-630,445113
2.42E+18,82,171,Not Delivered,12/30/2021,Entertainment,Pablo,21,14,China,ENT-188,445660
1.42E+18,1,100,Not Delivered,11/25/2021,Entertainment,Stella,34,13,India,ENT-188,445225
2.73E+18,43,120,Shipped,7/6/2021,Home,Stella,22,11,China,H-203,443883
1.31E+18,32,180,Not Delivered,7/4/2021,Fashion,John,32,24,India,F-101,443881
3.91E+18,41,172,Not Shipped,11/27/2021,Healthcare,Abdul,29,23,USA,HC-188,445227
3.47E+18,96,217,Not Delivered,9/21/2021,Healthcare,Emma,22,24,India,HC-101,444660
3.14E+18,46,159,Not Shipped,10/24/2021,Home,Maria,28,24,USA,H-188,444993
4.80E+18,94,157,Not Shipped,10/19/2021,Fashion,Abdul,27,17,Singapore,F-203,444888
2.79E+18,91,200,Shipped,7/3/2021,Office,Kristen,29,20,UK,O-555,443880
4.97E+18,32,105,Shipped,12/30/2021,Healthcare,Emma,34,13,Singapore,HC-630,445660
4.83E+18,15,121,Not Shipped,10/23/2021,Office,Emma,25,20,Kenya,O-203,444992
1.88E+18,95,196,Not Shipped,8/27/2021,Entertainment,John,27,11,USA,ENT-188,444335
4.33E+18,80,135,Delivered,7/31/2021,Home,Pablo,35,15,Kenya,H-188,444008
3.29E+18,17,215,Shipped,12/5/2021,Healthcare,Stella,34,15,Singapore,HC-203,445335
1.48E+18,49,230,Delivered,8/29/2021,Entertainment,Abdul,20,24,Singapore,ENT-101,444337
3.43E+18,34,200,Delivered,7/22/2021,Fashion,Anthony,33,14,Kenya,F-101,443999
1.09E+18,2,140,Delivered,10/4/2021,Home,Emma,20,20,Singapore,H-101,444773
2.77E+18,6,213,Not Shipped,8/27/2021,Fashion,Jacob,32,15,Singapore,F-901,444335
2.04E+18,77,170,Delivered,8/26/2021,Healthcare,Anthony,20,25,Kenya,HC-101,444334
1.46E+18,8,200,Delivered,7/16/2021,Fashion,Emma,28,25,UK,F-101,443993
4.15E+18,84,197,Shipped,8/28/2021,Healthcare,Pablo,28,10,Italy,HC-188,444336
2.40E+18,11,131,Not Delivered,9/2/2021,Home,Abdul,28,18,Germany,H-555,444441
2.07E+18,98,194,Not Delivered,10/4/2021,Entertainment,Anthony,28,10,Germany,ENT-203,444773
3.09E+18,66,119,Not Delivered,8/24/2021,Healthcare,Pablo,27,23,China,HC-203,444332
2.65E+18,92,162,Not Shipped,10/19/2021,Entertainment,Emma,24,25,USA,ENT-555,444888
4.86E+18,100,210,Not Shipped,10/10/2021,Office,Emma,28,11,USA,O-901,444779
2.92E+18,31,106,Not Shipped,7/16/2021,Home,Maria,35,11,Germany,H-555,443993
4.51E+18,32,225,Not Shipped,9/2/2021,Fashion,Emma,31,22,UK,F-188,444441
3.69E+18,10,195,Delivered,8/18/2021,Office,John,28,25,Italy,O-101,444226
4.28E+18,25,171,Delivered,8/27/2021,Entertainment,Sofia,32,11,Italy,ENT-203,444335
1.90E+18,51,148,Shipped,9/10/2021,Office,John,22,24,China,O-555,444449
3.41E+18,21,178,Not Shipped,8/20/2021,Healthcare,Maria,24,18,Kenya,HC-203,444228
1.41E+18,65,116,Shipped,7/3/2021,Office,Abdul,33,14,Kenya,O-101,443880
3.25E+18,30,241,Not Delivered,7/16/2021,Office,Pablo,21,15,UK,O-555,443993
1.59E+18,33,172,Delivered,10/23/2021,Fashion,Maria,26,17,China,F-555,444992
4.81E+18,73,150,Delivered,11/7/2021,Healthcare,Stella,23,25,Singapore,HC-203,445007
2.37E+18,16,100,Delivered,10/20/2021,Entertainment,Stella,21,21,Singapore,ENT-188,444889
4.90E+18,63,205,Shipped,12/24/2021,Home,Jacob,24,21,USA,H-901,445554
1.79E+18,24,169,Delivered,10/10/2021,Fashion,Jacob,27,23,Kenya,F-101,444779
3.16E+18,51,231,Shipped,8/18/2021,Home,Jacob,30,20,Singapore,H-203,444226
2.27E+18,96,149,Shipped,7/15/2021,Home,Emma,21,10,India,H-555,443992
1.56E+18,78,127,Not Shipped,11/16/2021,Home,Anthony,27,24,USA,H-203,445116
2.81E+18,31,186,Not Delivered,9/20/2021,Entertainment,Jacob,27,23,Kenya,ENT-101,444559
4.71E+18,27,216,Shipped,11/13/2021,Healthcare,Anthony,34,23,USA,HC-101,445113
3.04E+18,81,208,Not Delivered,10/10/2021,Healthcare,Emma,35,22,USA,HC-630,444779
3.79E+18,1,129,Not Shipped,9/2/2021,Fashion,John,28,16,USA,F-630,444441
2.11E+18,2,225,Delivered,10/14/2021,Fashion,Emma,20,18,China,F-630,444883
4.48E+18,70,218,Not Shipped,12/18/2021,Entertainment,John,33,17,Kenya,ENT-630,445448
2.36E+18,32,174,Delivered,12/18/2021,Fashion,Emma,28,18,Italy,F-188,445448
2.42E+18,91,248,Not Shipped,12/30/2021,Entertainment,John,31,20,Italy,ENT-188,445660
2.63E+18,70,133,Delivered,12/18/2021,Office,Sofia,32,20,USA,O-901,445448
3.20E+18,37,107,Shipped,11/2/2021,Entertainment,Stella,23,25,China,ENT-188,445002
1.27E+18,11,197,Shipped,12/5/2021,Fashion,Sofia,31,16,Singapore,F-555,445335
4.73E+18,75,148,Shipped,10/29/2021,Home,John,22,14,Italy,H-555,444998
4.94E+18,12,161,Delivered,7/16/2021,Home,Abdul,23,12,China,H-555,443993
2.60E+18,50,138,Delivered,7/25/2021,Entertainment,Emma,21,13,India,ENT-101,444002
1.22E+18,46,197,Shipped,11/15/2021,Home,Maria,34,11,Singapore,H-203,445115
2.04E+18,52,117,Not Shipped,7/29/2021,Home,Pablo,31,19,Germany,H-203,444006
3.29E+18,85,130,Not Shipped,12/22/2021,Healthcare,Anthony,23,25,Kenya,HC-203,445552
2.04E+18,87,165,Delivered,7/30/2021,Office,Stella,23,19,USA,O-901,444007
3.80E+18,87,134,Not Delivered,8/24/2021,Office,Anthony,24,16,UK,O-901,444332
4.28E+18,9,227,Not Shipped,8/11/2021,Entertainment,Kristen,24,25,Kenya,ENT-630,444119
3.44E+18,30,110,Not Delivered,9/12/2021,Fashion,Pablo,24,10,Italy,F-188,444551
2.52E+18,79,197,Not Shipped,12/10/2021,Healthcare,Maria,34,17,Kenya,HC-188,445440
4.52E+18,45,110,Not Delivered,10/18/2021,Entertainment,Kristen,29,25,Germany,ENT-901,444887
3.48E+18,77,250,Shipped,10/3/2021,Entertainment,John,30,16,Singapore,ENT-555,444772
4.62E+18,63,170,Delivered,10/17/2021,Entertainment,Pablo,29,15,Singapore,ENT-630,444886
1.89E+18,86,229,Delivered,9/20/2021,Fashion,Emma,24,16,Kenya,F-101,444559
1.56E+18,18,167,Shipped,10/16/2021,Office,John,30,11,Singapore,O-188,444885
2.95E+18,41,228,Delivered,10/1/2021,Healthcare,Pablo,21,15,Singapore,HC-901,444770
3.09E+18,50,103,Delivered,10/2/2021,Office,Stella,22,22,India,O-630,444771
3.00E+18,12,168,Shipped,7/12/2021,Home,Jacob,35,11,Germany,H-101,443889
4.23E+18,87,206,Not Delivered,9/6/2021,Healthcare,Pablo,35,10,Italy,HC-901,444445
3.87E+18,64,241,Shipped,10/26/2021,Home,John,27,16,Kenya,H-555,444995
1.47E+18,47,236,Not Shipped,10/4/2021,Entertainment,Abdul,33,21,Italy,ENT-630,444773
2.95E+18,95,203,Shipped,10/18/2021,Office,Jacob,34,23,Germany,O-630,444887
4.08E+18,52,199,Not Shipped,11/13/2021,Healthcare,Pablo,28,16,Singapore,HC-901,445113
3.24E+18,4,245,Delivered,7/3/2021,Fashion,Stella,29,11,Singapore,F-188,443880
4.30E+18,85,201,Not Shipped,10/1/2021,Home,Sofia,29,16,India,H-101,444770
4.94E+18,69,228,Delivered,7/22/2021,Home,Stella,25,21,Germany,H-901,443999
2.55E+18,61,162,Shipped,8/6/2021,Healthcare,Maria,22,10,Germany,HC-630,444114
4.76E+18,77,214,Shipped,11/1/2021,Home,Stella,23,15,Singapore,H-203,445001
1.09E+18,60,242,Not Shipped,10/10/2021,Home,Emma,20,13,USA,H-901,444779
5.05E+18,44,168,Delivered,10/4/2021,Office,Kristen,22,15,Italy,O-901,444773
3.33E+18,25,171,Delivered,7/6/2021,Healthcare,Jacob,35,11,UK,HC-188,443883
3.14E+18,49,169,Not Delivered,12/6/2021,Office,Maria,21,24,USA,O-203,445336
1.14E+18,36,126,Not Shipped,9/6/2021,Home,Maria,26,15,China,H-101,444445
4.52E+18,54,135,Not Delivered,8/30/2021,Healthcare,Pablo,29,12,USA,HC-630,444338
1.38E+18,39,174,Delivered,10/19/2021,Fashion,Pablo,29,15,USA,F-630,444888
4.39E+18,78,233,Shipped,11/13/2021,Office,Anthony,23,11,India,O-101,445113
4.31E+18,24,217,Delivered,9/13/2021,Office,Jacob,35,25,China,O-555,444552
4.08E+18,28,232,Shipped,11/25/2021,Fashion,Jacob,24,18,India,F-101,445225
1.21E+18,82,249,Delivered,7/25/2021,Fashion,John,28,20,Singapore,F-630,444002
2.22E+18,80,128,Delivered,10/24/2021,Home,Emma,22,21,Italy,H-630,444993
1.45E+18,8,136,Shipped,9/18/2021,Home,Kristen,27,25,India,H-188,444557
1.15E+18,36,106,Shipped,8/24/2021,Home,Kristen,30,13,Italy,H-188,444332
3.88E+18,4,219,Delivered,9/18/2021,Home,Abdul,30,13,Singapore,H-901,444557
3.78E+18,3,221,Shipped,11/13/2021,Healthcare,Emma,29,17,Singapore,HC-188,445113
4.68E+18,11,202,Shipped,9/14/2021,Healthcare,Pablo,23,11,USA,HC-188,444553
4.02E+18,93,202,Shipped,9/2/2021,Home,Jacob,23,14,Singapore,H-901,444441
1.05E+18,75,169,Shipped,8/24/2021,Home,John,26,21,Kenya,H-901,444332
1.54E+18,63,223,Shipped,10/13/2021,Home,John,24,15,USA,H-901,444882
3.71E+18,74,229,Delivered,11/27/2021,Healthcare,Jacob,33,13,Singapore,HC-630,445227
1.49E+18,38,197,Not Delivered,10/11/2021,,Anthony,32,23,India,H-203,444880
4.02E+18,97,101,Shipped,11/27/2021,Entertainment,Abdul,28,18,USA,ENT-630,445227
3.48E+18,93,227,Not Delivered,9/27/2021,Fashion,Anthony,23,14,China,F-901,444666
1.51E+18,1,129,Delivered,7/28/2021,Home,Maria,21,24,Singapore,H-101,444005
3.40E+18,59,232,Not Delivered,12/24/2021,Fashion,Emma,35,11,China,F-901,445554
5.02E+18,97,140,Shipped,8/14/2021,Entertainment,Sofia,31,10,UK,ENT-901,444222
1.46E+18,76,111,Not Delivered,9/13/2021,Healthcare,Pablo,27,13,Italy,HC-901,444552
1.75E+18,35,160,Delivered,7/22/2021,Fashion,Abdul,29,14,Italy,F-555,443999
2.13E+18,33,136,Not Delivered,8/25/2021,Healthcare,John,34,13,China,HC-188,444333
4.90E+18,1,113,Delivered,8/20/2021,Fashion,John,32,11,UK,F-203,444228
4.97E+18,53,231,Not Shipped,10/20/2021,Healthcare,Stella,32,11,Italy,HC-555,444889
3.91E+18,42,117,Delivered,8/8/2021,Entertainment,Kristen,22,17,Germany,ENT-203,444116
2.23E+18,53,113,Not Delivered,10/26/2021,Office,Stella,22,20,China,O-555,444995
1.81E+18,46,188,Not Shipped,11/24/2021,Healthcare,Jacob,25,12,China,HC-630,445224
3.28E+18,91,167,Shipped,7/11/2021,Healthcare,Stella,20,12,USA,HC-555,443888
3.65E+18,52,137,Delivered,11/20/2021,Office,Emma,20,23,Kenya,O-101,445220
2.93E+18,92,180,Shipped,8/14/2021,Healthcare,Maria,34,22,Kenya,HC-901,444222
2.20E+18,26,205,Delivered,8/8/2021,Home,Abdul,20,20,Singapore,H-901,444116
1.59E+18,73,183,Not Shipped,9/27/2021,Entertainment,John,32,25,Singapore,ENT-630,444666
3.35E+18,11,201,Delivered,12/26/2021,Home,Stella,26,17,USA,H-555,445556
2.80E+18,19,120,Delivered,8/8/2021,Fashion,Abdul,24,22,Germany,F-901,444116
3.63E+18,72,244,Not Delivered,9/10/2021,Fashion,Stella,29,16,Singapore,F-188,444449
4.22E+18,23,131,Not Shipped,7/6/2021,Healthcare,Kristen,22,22,Germany,HC-901,443883
4.77E+18,39,188,Delivered,7/15/2021,Office,Anthony,34,15,Singapore,O-630,443992
2.36E+18,86,156,Shipped,9/12/2021,Healthcare,John,24,16,USA,HC-203,444551
3.48E+18,44,186,Shipped,7/28/2021,Home,Stella,25,17,USA,H-203,444005
4.41E+18,96,137,Not Delivered,7/13/2021,Entertainment,Pablo,22,10,Kenya,ENT-203,443990
2.59E+18,25,163,Not Shipped,7/11/2021,Entertainment,Pablo,28,17,China,ENT-101,443888
1.19E+18,98,248,Not Shipped,7/30/2021,Office,John,20,10,USA,O-101,444007
2.25E+18,12,160,Not Shipped,12/14/2021,Office,Stella,20,25,Italy,O-555,445444
2.55E+18,9,185,Shipped,9/19/2021,Home,Emma,30,22,India,H-555,444558
3.63E+18,97,240,Not Shipped,12/30/2021,Office,John,20,17,Germany,O-630,445660
4.19E+18,73,172,Not Delivered,8/6/2021,Office,Jacob,32,19,India,O-188,444114
1.11E+18,53,182,Not Shipped,8/24/2021,Entertainment,John,28,13,Kenya,ENT-101,444332
2.41E+18,33,244,Not Shipped,10/13/2021,Home,Jacob,30,17,USA,H-630,444882
4.37E+18,100,207,Delivered,12/12/2021,Entertainment,Jacob,30,20,Kenya,ENT-555,445442
4.54E+18,41,171,Delivered,11/23/2021,Office,Anthony,27,17,Kenya,O-188,445223
2.77E+18,95,245,Delivered,8/27/2021,Healthcare,Sofia,21,18,Germany,HC-630,444335
1.92E+18,41,141,Not Delivered,7/5/2021,Fashion,Kristen,32,14,Singapore,F-901,443882
2.76E+18,92,183,Not Shipped,10/2/2021,Entertainment,Emma,26,19,Italy,ENT-203,444771
1.93E+18,14,152,Not Delivered,9/6/2021,Healthcare,Anthony,29,25,Kenya,HC-188,444445
1.05E+18,35,145,Delivered,11/16/2021,Fashion,Abdul,30,23,China,F-203,445116
4.69E+18,5,121,Shipped,8/8/2021,Healthcare,Sofia,21,25,India,HC-555,444116
2.20E+18,56,108,Not Delivered,10/26/2021,Entertainment,Kristen,31,13,UK,ENT-630,444995
2.70E+18,58,198,Shipped,9/13/2021,Home,Jacob,30,17,Singapore,H-101,444552
2.28E+18,29,116,Shipped,8/20/2021,Home,Anthony,25,11,Germany,H-555,444228
3.09E+18,29,144,Not Shipped,9/14/2021,Entertainment,Kristen,24,10,Italy,ENT-901,444553
4.97E+18,19,232,Not Shipped,7/5/2021,Home,Kristen,24,21,UK,H-901,443882
4.69E+18,6,250,Shipped,7/11/2021,Entertainment,Kristen,20,25,USA,ENT-555,443888
4.89E+18,53,216,Not Delivered,12/18/2021,Office,Stella,31,19,UK,O-901,445448
1.79E+18,80,121,Not Shipped,8/5/2021,Healthcare,Jacob,27,13,India,HC-203,444113
4.63E+18,88,223,Shipped,11/1/2021,Home,Abdul,34,22,Germany,H-188,445001
4.73E+18,75,113,Not Delivered,12/18/2021,Healthcare,Maria,20,12,China,HC-901,445448
4.32E+18,55,245,Not Shipped,12/8/2021,Home,Anthony,22,15,Italy,H-630,445338
1.76E+18,19,176,Not Delivered,9/14/2021,Entertainment,Anthony,31,22,Italy,ENT-555,444553
2.73E+18,5,250,Not Delivered,7/13/2021,Fashion,Pablo,26,22,USA,F-203,443990
2.74E+18,34,133,Delivered,8/8/2021,Entertainment,Jacob,31,22,UK,ENT-555,444116
2.58E+18,68,224,Shipped,12/24/2021,Fashion,John,30,17,Singapore,F-188,445554
3.80E+18,18,157,Not Delivered,12/30/2021,Entertainment,John,20,12,Kenya,ENT-188,445660
3.58E+18,6,223,Not Delivered,11/13/2021,Healthcare,Stella,24,25,Germany,HC-901,445113
4.55E+18,52,169,Not Delivered,12/10/2021,Home,John,24,24,USA,H-188,445440
3.48E+18,84,239,Not Delivered,7/14/2021,Home,Jacob,20,24,China,H-203,443991
3.12E+18,29,172,Not Shipped,10/1/2021,Healthcare,Sofia,28,16,UK,HC-101,444770
2.02E+18,66,182,Not Shipped,11/21/2021,Healthcare,John,22,23,USA,HC-101,445221
2.05E+18,33,217,Delivered,12/29/2021,Office,Stella,22,16,India,O-901,445559
2.85E+18,96,219,Delivered,12/22/2021,Healthcare,Stella,35,14,India,HC-555,445552
4.02E+18,61,210,Not Shipped,12/13/2021,Office,Abdul,33,18,Germany,O-188,445443
1.67E+18,73,219,Not Shipped,11/15/2021,Fashion,Pablo,35,19,Germany,F-630,445115
3.33E+18,46,123,Shipped,12/30/2021,Home,Sofia,28,22,China,H-555,445660
1.57E+18,36,185,Not Delivered,11/7/2021,Fashion,Anthony,23,23,Kenya,F-101,445007
1.53E+18,8,194,Not Shipped,9/21/2021,Office,Pablo,33,14,UK,O-555,444660
4.15E+18,97,153,Not Delivered,10/19/2021,Fashion,Kristen,23,15,Germany,F-901,444888
2.95E+18,19,104,Delivered,8/28/2021,Healthcare,Stella,21,19,Kenya,HC-630,444336
2.98E+18,96,194,Shipped,10/23/2021,Healthcare,Emma,26,22,UK,HC-188,444992
2.69E+18,11,186,Shipped,8/8/2021,Entertainment,Pablo,28,10,Italy,ENT-555,444116
1.33E+18,69,156,Delivered,10/26/2021,Healthcare,Pablo,27,21,Singapore,HC-188,444995
4.84E+18,80,238,Shipped,12/18/2021,Entertainment,Stella,28,25,USA,ENT-101,445448
1.73E+18,9,142,Delivered,10/7/2021,Fashion,Abdul,35,20,Italy,F-630,444776
1.46E+18,47,248,Delivered,9/24/2021,Office,Sofia,28,16,Singapore,O-101,444663
2.74E+18,82,250,Not Delivered,10/26/2021,Office,Anthony,34,24,USA,O-188,444995
3.43E+18,11,205,Not Delivered,10/2/2021,Healthcare,Pablo,35,16,Singapore,HC-555,444771
3.65E+18,21,176,Not Delivered,7/28/2021,Entertainment,Anthony,30,21,India,ENT-203,444005
1.21E+18,29,242,Not Shipped,12/22/2021,Home,Maria,28,,USA,H-555,445552
3.74E+18,47,164,Shipped,12/14/2021,Office,John,25,19,Italy,O-555,445444
2.52E+18,52,184,Not Shipped,8/20/2021,Entertainment,Kristen,27,,Italy,ENT-203,444228
2.81E+18,14,209,Delivered,10/6/2021,Home,Maria,32,17,Singapore,H-188,444775
4.24E+18,44,235,Not Delivered,9/6/2021,Entertainment,Kristen,20,25,China,ENT-555,444445
2.80E+18,16,131,Not Shipped,8/30/2021,Home,Anthony,34,19,Germany,H-101,444338
1.25E+18,64,142,Shipped,12/18/2021,Fashion,Pablo,21,15,China,F-630,445448
3.59E+18,84,230,Not Delivered,9/7/2021,Office,Anthony,25,23,UK,O-188,444446
3.86E+18,85,243,Delivered,9/30/2021,Home,John,26,13,USA,H-630,444669
4.54E+18,89,202,Not Shipped,7/3/2021,Office,Pablo,33,19,Kenya,O-901,443880
1.17E+18,84,112,Not Delivered,9/27/2021,Healthcare,Pablo,25,20,Singapore,HC-203,444666
1.24E+18,95,182,Shipped,10/17/2021,Entertainment,Maria,25,12,Singapore,ENT-555,444886
4.89E+18,70,153,Shipped,9/20/2021,Fashion,Pablo,24,10,USA,F-188,444559
1.36E+18,92,207,Delivered,11/15/2021,Fashion,Kristen,34,13,UK,F-101,445115
